data,pubblicazione,url,fascia,vaccino,popolazione,diagnosi,ricoveri,intensive,decessi,popolazione_giorno,diagnosi_start,diagnosi_end,ricoveri_start,ricoveri_end,intensive_start,intensive_end,decessi_start,decessi_end,totale,percentuale_popolazione,percentuale_diagnosi,percentuale_ricoveri,percentuale_intensive,percentuale_decessi
2021-11-10,2021-11-12,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_10-novembre-2021.pdf,40-59,vaccinati completo + aggiuntiva/booster,48269,48,1,0,0,2021-10-23,2021-10-08,2021-11-07,2021-10-01,2021-10-31,2021-10-01,2021-10-31,2021-09-17,2021-10-17,18437505,0.0026179789510565555,0.0009944270649899522,2.0717230520624004e-05,0.0,0.0
2021-11-10,2021-11-12,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_10-novembre-2021.pdf,60-79,non vaccinati,1318627,5364,985,208,149,2021-10-23,2021-10-08,2021-11-07,2021-10-01,2021-10-31,2021-10-01,2021-10-31,2021-09-17,2021-10-17,13572779,0.09715232230628672,0.0040678675622446685,0.0007469891030594702,0.00015773983089986782,0.000112996321173463
2021-11-10,2021-11-12,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_10-novembre-2021.pdf,60-79,vaccinati incompleto,288838,551,56,6,9,2021-10-23,2021-10-08,2021-11-07,2021-10-01,2021-10-31,2021-10-01,2021-10-31,2021-09-17,2021-10-17,13572779,0.02128068246009163,0.0019076437310880147,0.0001938803066078563,2.077288999369889e-05,3.115933499054833e-05
2021-11-10,2021-11-12,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_10-novembre-2021.pdf,60-79,vaccinati completo <= 6 mesi,11377414,12680,830,92,75,2021-10-23,2021-10-08,2021-11-07,2021-10-01,2021-10-31,2021-10-01,2021-10-31,2021-09-17,2021-10-17,13572779,0.8382523578995871,0.0011144887581659593,7.295155120486958e-05,8.086196037166267e-06,6.592007638994239e-06
2021-11-10,2021-11-12,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_10-novembre-2021.pdf,60-79,vaccinati completo > 6 mesi,496394,1202,63,7,8,2021-10-23,2021-10-08,2021-11-07,2021-10-01,2021-10-31,2021-10-01,2021-10-31,2021-09-17,2021-10-17,13572779,0.03657276081781041,0.002421463595450388,0.00012691531323908025,1.4101701471008917e-05,1.611623025258162e-05
2021-11-10,2021-11-12,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_10-novembre-2021.pdf,60-79,vaccinati completo + aggiuntiva/booster,91506,77,9,0,0,2021-10-23,2021-10-08,2021-11-07,2021-10-01,2021-10-31,2021-10-01,2021-10-31,2021-09-17,2021-10-17,13572779,0.006741876516224128,0.0008414748759644177,9.835420628155531e-05,0.0,0.0
2021-11-10,2021-11-12,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_10-novembre-2021.pdf,80+,non vaccinati,232553,1223,439,26,162,2021-10-23,2021-10-08,2021-11-07,2021-10-01,2021-10-31,2021-10-01,2021-10-31,2021-09-17,2021-10-17,4564103,0.05095261872924428,0.005259016224258556,0.001887741719091992,0.00011180247083460545,0.0006966153952002339
2021-11-10,2021-11-12,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_10-novembre-2021.pdf,80+,vaccinati incompleto,94295,118,35,0,13,2021-10-23,2021-10-08,2021-11-07,2021-10-01,2021-10-31,2021-10-01,2021-10-31,2021-09-17,2021-10-17,4564103,0.02066013847627891,0.0012513919083726602,0.0003711755660427382,0.0,0.00013786521024444561
2021-11-10,2021-11-12,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_10-novembre-2021.pdf,80+,vaccinati completo <= 6 mesi,2317784,2621,664,40,214,2021-10-23,2021-10-08,2021-11-07,2021-10-01,2021-10-31,2021-10-01,2021-10-31,2021-09-17,2021-10-17,4564103,0.50782903015116,0.0011308215088204942,0.000286480534855707,1.7257863545524517e-05,9.232956996855617e-05
2021-11-10,2021-11-12,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_10-novembre-2021.pdf,80+,vaccinati completo > 6 mesi,1776980,2747,487,21,76,2021-10-23,2021-10-08,2021-11-07,2021-10-01,2021-10-31,2021-10-01,2021-10-31,2021-09-17,2021-10-17,4564103,0.3893382774227488,0.00154588121419487,0.00027406048464248333,1.1817803239203592e-05,4.2769192675213e-05
2021-11-10,2021-11-12,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_10-novembre-2021.pdf,80+,vaccinati completo + aggiuntiva/booster,142491,140,6,1,0,2021-10-23,2021-10-08,2021-11-07,2021-10-01,2021-10-31,2021-10-01,2021-10-31,2021-09-17,2021-10-17,4564103,0.031219935220567985,0.0009825181941315593,4.210792260563825e-05,7.017987100939708e-06,0.0
